,Clean_Text,Label
3943,omicron heboh masyarakat dunia deteksi indonesia beneran,netral
3944,malaysia jangka capai sasar tumbuh keluar negara kasar kdnk perat,netral
3945,perintah skotlandia warga menuda selenggara pesta natal omicron,positif
3946,perintah skotlandia warga menuda selenggara pesta natal,positif
3947,omicron dunia sebar negara,negatif
3948,who omicron tular parah,negatif
3949,who omicron tular parah,negatif
3950,malaysia jangka capai sasar tumbuh keluar negara kasar kdnk perat,netral
3951,who omicron tular parah,negatif
3952,mutasi deteksi afrika selatan picu panik global bula,negatif
3953,malaysia jangka capai sasar tumbuh keluar negara kasar kdnk perat,netral
3954,mus kirain omicron,netral
3955,imf tekan inflasi dunia tingkat akibat omicron inflasi imf,negatif
3956,outlook hari oil usd tingkat batas atas sebar omicron,negatif
3957,malaysia jangka capai sasar tumbuh keluar negara kasar kdnk perat,netral
3958,mutasi deteksi afrika selatan picu panik global,negatif
3959,dpr putus tunda rencana jalan dinas negeri anggota putus ambil sebaga,negatif
3960,waspada omicron afrika jaga prokes taat,positif
3961,data afrika selatan gejala parah omicron rendah,positif
3962,satgas tegas omicron temu indonesia,negatif
3963,bukti omicron bahaya delta,negatif
3964,kemenkes pasti omicron masuk indonesia tempovideo,positif
3965,warga jakarta papar omicron kemenkes sontak bantah kabar,negatif
3966,ngerasa anything can happen dunia penuh ketidakpastian kadang,netral
3967,waspada sebar omicron afrika,positif
3968,waspada sebar omicron afrika,positif
3969,jabat publik paham situasi psikologis masyarakat sensitif,positif
3970,nyata positifjenis omicron periksa sampel farmalab disimpu,positif
3971,outlook hari nikkei kospi hangseng peluang koreksi negara laku sekat gun,netral
3972,antisipasi masuk omicron rebak ganjar piha,positif
3973,tular omicron perhati ntb antisipasi siap,negatif
3974,juru bicara satu tugas satgas tangan wiku adisasmito,netral
3975,populer omicron duga masuk indonesia sebar,negatif
3976,kkp bandara soekarno hatta datang internasional positifomicron nasional,negatif
3977,thailand sahkan import omicron,negatif
3978,thailand sahkan import omicron,negatif
3979,singapura sahkan import positifomicron,negatif
3980,singapura sahkan import positifomicron,negatif
3981,dokter inggris inggris anak infeksi omicron cenderung alami ruam ruam,negatif
3982,gilir uni eropa infeksi omicron gejala ringan,negatif
3983,sahabat binsa omicron cepat tular lipat bayang mobilisasi sptbb,netral
3984,badan sehat dunia who catat omicron sebar negara,negatif
3985,plt direktur jenderal cah kendali sakit pp menteri sehat dtr maxi rein rondonuwu,netral
3986,satgas tegas omicron masuk indonesia,negatif
3987,omicron deteksi indonesia lengkap klik taut jakarta indonesia,netral
3988,thailand sahkan import omicron,negatif
3989,indonesia sambut omicron batal ppkm level,negatif
3990,waspada gelombang omicron momen libur nataru,negatif
3991,satu tugas satgas tangan infeksi omicron ditemuka,negatif
3992,waspada sebar omicron afrika,netral
3993,waspada sebar omicron afrika,netral
3994,beda identifikasi omicron hasil pcr,positif
3995,perintah catat omicron omicron masuk indonesa ning,negatif
3996,wakil gubernur jakarta ahmad riza patria ecek benar informasi warga jakarta papar,negatif
3997,omicron masker kain efektif ahli coronavirus,positif
3998,babit lelaki tempat pulang congo awaninews awan,negatif
3999,omicron gila inggris terap wfh baca lengkap,positif
4000,omicron duga rekombinasi jelas ilmuwan,netral
4001,satgas tegas omicron temu indonesia,negatif
4002,bukti omicron indonesia panik abai prokes,negatif
4003,bijak cegah omicron perintah himbauan wakil ket,positif
4004,antisipasi omicron ketat prokes vaksinasi deteksi,netral
4005,who omicron sebar negara bahaya delta,negatif
4006,muncul omicron perintah terap lockdown laukdaun,negatif
4007,who omicron lapor negara negara varianomicron who,netral
4008,temu dinkes bekas warga papar omicron pulang negeri,negatif
4009,gejala omicron baru malam keringat lelah ekstrem,netral
4010,babit lelaki tempat pulang congo awaninews awan,negatif
4011,omicron deteksi indonesia warga papar,netral
4012,satgas tegas temu omicron indonesia temponasional,negatif
4013,satgas omicron deteksi indonesia,negatif
4014,who omicron sebar negara bahaya delta,negatif
4015,presiden jokowi waspada sebar omicron,positif
4016,presiden jokowi waspada sebar omicron,positif
4017,satgas tegas temu omicron indonesia temponasional,netral
4018,langkah antisipasi perintah harap bendung omicron masuk,positif
4019,langkah antisipasi perintah harap bendung omicron masuk,positif
4020,ketua dpr indonesia colong omicron sindonews bukanberitabiasa,negatif
4021,waspada gejala omicron muncul malam,positif
4022,omicron cepat sebar hari capai vaksinyuk,positif
4023,omicron cepat sebar hari capai vaksinyuk,positif
4024,waspada sebar omicron afrika,positif
4025,colong perintah waspada masuk omicron,negatif
4026,khawatir omicron reda bawa rupiah kuat,netral
4027,satgas temu omicron,netral
4028,badan sehat dunia who catat omicron sebar negara luas,netral
4029,pimpin daerah muhammadiyah kabupaten bangkal menghimbau warga syarikat muhammagdyah kabupaten,positif
4030,ketua jabang nahdatul ulama kabupaten bangkal menghimbau warga nahdiyyin kabupaten bangkal,positif
4031,ketua mui kabupaten bangkal masyarakat kabupaten bangkal dunia mengahadapi,netral
4032,salam sejahtera syukur tuhan mampu lewat,positif
4033,waspada sebar omicron afrika taat protokol sehat,positif
4034,waspada sebar omicron afrika taat protokol sehat,positif
4035,waspada sebar omicron afrika taat protokol sehat,positif
4036,waspada sebar omicron afrika taat protokol sehat,positif
4037,waspada sebar omicron afrika taat protokol sehat,positif
4038,kabar gembira amerika serikat tentan omicron bunda kabar,positif
4039,waspada sebar omicron afrika taat protokol sehat,positif
4040,waspada sebar omicron afrika taat protokol sehat,positif
4041,teliti bukti sampel darah terima sunti booster menunju,positif
4042,atur laku desember batas tentu putus ambil,netral
4043,ajar percaya benar omicron afrika selatan milik camat,netral
4044,ajar percaya benar omicron afrika selatan mil,netral
4045,kemenkes pasti infeksi omicron temu indonesia tonton lengkap,positif
4046,dunia thailand sahkan import omicron,negatif
4047,satgas tangan infeksi omicron temu indo,netral
4048,who desak waspada sebar omicron potensi tular simak infor,positif
4049,hoaks omicron muncul kabupaten bekas lt komentar,negatif
4050,pfizer sunti booster lindung omicron,positif
4051,dirjen who omicron ubah arah,netral
4052,dokter afrika selatan pasien omicron alami gejala ringan http,netral
4053,epidemiolog panik sikap omicron,netral
4054,waspada gejala omicron muncul malam,netral
4055,langkah antisipasi harap bendung importasi omicron,positif
4056,dunia thailand sahkan import omicron,negatif
4057,halo temankita edar nama omicron asal afrika,positif
4058,langkah antisipasi harap bendung importasi omicron,positif
4059,who omicron ubah arah,netral
4060,satgas omicron temu indonesia,positif
4061,negara australia queensland temu garis turun omicron bahaya,positif
4062,players besok pagi plug play ngobrol harun hudari kpti dokter spesialis sakit,netral
4063,satgas tegas omicron temu indonesia,netral
4064,satgas tegas omicron temu indonesia,netral
4065,kemenkes pasti infeksi omicron temu indonesia tonton selengkapny,netral
4066,wiku omicron deteksi indonesia,netral
4067,waspada omicron jelas dinkes semarang,positif
4068,update info berita takedown kompas pemberitahuan pemda jakarta temu omicron ja,netral
4069,salut tekan sebar omicron indonesia mundur bwf indonesia kejut mundur bwf,netral
4070,thailand sahkan import omicron malaysiagazette,netral
4071,thailand kesan import omicron,netral
4072,dokter afrika selatan pasien omicron alami gejala ringan,negatif
4073,ahli epidemiologi prediksi omicron masuk tanah air susul besar potensi,positif
4074,wiku omicron deteksi indonesia,netral
4075,tel kritik faskes jml nakes tinggal,netral
4076,putus bijak kurang potensi masuk omicron indonesia,negatif
4077,sedih liat duit kadang ngelakuin suka mikir efek imbas buk,netral
4078,teliti afrika selatan dunia teliti ungkap karakt,positif
4079,sebab sars cov alami mutasi bentuk terdete,netral
4080,kadrun bekas omicron,negatif
4081,negara kena serang omicron waspada waspada omicronv,positif
4082,sabtu siang catat negara lapor ada omi,netral
4083,kemenkes omicron temu indonesia,netral
4084,beliau libat warga amerika usia sepanyol,netral
4085,thailand kesah import omicron es barangkali,netral
4086,dokter inggris inggris anak infeksi omicron cenderung alami ruam ruam,negatif
4087,omicron muncul negara pakai,negatif
4088,sesuai kemarin delta judul ppkm pakai judul psbb va,negatif
4089,thailand sahkan import omicron,netral
4090,edar media sosial postingan sebut omicron prediksi who john hopki,positif
4091,libat warga amerika usia sepanyol tiga memba,netral
4092,who buka tabir misterius omicron teka teki jadi negara,netral
4093,gejala omicron baru malam keringat lelah ekstrem,netral
4094,kepala cdc omicron lapor golong ringan internasional,positif
4095,halau omicron indonesia gampang rekayasa data tular,negatif
4096,satgas tegas omicron masuk indonesia omicron,negatif
4097,juru bicara satgas tangan wiku adisasmito temu covi,negatif
4098,juru bicara satgas tangan wiku adisasmito,netral
4099,omicron diklasifasikan perhati voc november,netral
4100,alhamdulillah who kabar lega baru omicron anthony fauci sebut omicron berbaha,positif
4101,sesuai kemarin delta judul ppkm pakai judul psbb,netral
4102,data bekas sakit mungkin mudah jangkit omicron individu,negatif
4103,thailand sahkan import omicron fmtnews,netral
4104,cegah masuk omicron ketua dpr elemen matu,positif
4105,warga jakarta papar omicron ban dinkes bekas fokus rumor warga jaka,negatif
4106,omicron perlahan intai dunia langkah perintah indonesia cegah masuk omicr,netral
4107,lahh kemarin ditemlen headline berita abis jalan negeri papar,negatif
4108,remaja hati hati gejala sebar vari,positif
4109,satgas tegas omicron,positif
4110,tepat batal ppkm level saat omicron ancam lewat talkshow sisi bers,negatif
4111,infografik ikut tular omicron dunia langkah kawal cegah,positif
4112,kemenkes ban pasien bekas infeksi omicron,negatif
4113,data bekas sakit mungkin mudah jangkit omicron individu,negatif
4114,kemenkes ban pasien bekas infeksi omicron,negatif
4115,libat warga amerika usia sepanyol ketig,negatif
4116,warga sukabumi papar pulang saudi kemenkes pasti omicron nasional,negatif
4117,tips pergi aman libur nataru omicron,netral
4118,salut tekan sebar omicron indonesia mundur bwf indonesia kejut mundur dar,netral
4119,satgas tegas omicron,positif
4120,pmi siaga ribu rawan jelang momen hadap natal tap,positif
4121,omicron afrika selatan timbul khawatir negar,netral
4122,omicron mudah tular,negatif
4123,temu varian omicron indonesia,netral
4124,puan ingat perintah colong omicron viva puanmaharani,negatif
4125,dpr tunda jalan dinas negeri putus ambil upaya cegah masuk omicron,positif
4126,caca indonesia tangkal omicron jawabn,netral
4127,yuk simak informasi infografis waspada papar risiko,positif
4128,yuk simak informasi infografis waspada papar,positif
4129,sobatkom familiar omicron yan,netral
4130,satgas temu omicron,netral
4131,dirjen who omicron ubah arah,netral
4132,satu angkut udara antarabangsa iata gesa raja patuh saran tubuh kesihatan dunia,netral
4133,omicron muncul negara pakai masker,positif
4134,waspada masuk omicron wna masuk indonesia ketat,positif
4135,antisipasi omicron satpolairud polres bangkal terap aplikasi pedulilindungi kawasan pe,positif
4136,antisipasi omicron satpolairud polres bangkal terap aplikasi pedulilindungi kawasan pe,positif
4137,waspada sebar omicron afrika,positif
4138,juru bicara satgas tangan indonesia temu,netral
4139,juru bicara satgas tangan indonesia temu covi,netral
4140,omicron rebak korea selatan terap karantina pergi,positif
4141,waspada sebar omicron afrika,positif
4142,protokol baharu embara negara lapor tular omicron protocol for travellers from,netral
4143,omicron tulis mei identifikasi afrika selatan november,netral
4144,puan ingat perintah colong omicron,negatif
4145,glenniza bahaya banding omicron,negatif
4146,ketua asosiasi afc hormat mauya indonesia tuan rumah afc cap afc champions,netral
4147,satgas tangkal omicron masuk indonesia,netral
4148,masker cegah omicron,positif
4149,kabar amerika omicron,netral
4150,omicron muncul negara pakai,netral
4151,cakup vaksinasi dosis lengkap capai juta duduk vaksinasi salah lindung,negatif
4152,rpmates omicron endri budiwan rti internasional sila,netral
4153,kontroversi omicron dominasi,netral
4154,omicron masuk beberapa negara,netral
4155,ilmuwan temu omicron versi siluman,negatif
4156,ksp kabar omicron infeksi,netral
4157,balitbangkes kemenkes baru data sebar variant concern indonesia jakarta catat tambah kasu,netral
4158,kini korea selatan kesah omicron,negatif
4159,puan tracing ketat colong omicron,netral
4160,badan sehat dunia who catat omicron sebar negara,negatif
4161,dpr putus tunda rencana jalan dinas negeri anggota dpr putus ambil seb,positif
4162,upaya elemen bangsa cegah masuk omicron daya tular sn,positif
4163,salah sebab gelombang jalan bijak pempus daerah harap,negatif
4164,dpr tunda jalan dinas negeri anggota cegah omicron dpr dengar aspirasi rakyat putus nun,negatif
4165,ketua dpr upaya elemen bangsa antisipasi omicron masu,positif
4166,dpr tunda jalan dinas negeri dpr putus tunda rencana jalan dinas negeri,positif
4167,upaya cegah masuk omicron daya tular san,positif
4168,emanuel harap benah langkah cegah masuk omicron jalan min,netral
4169,press release ketua dpr dec tindak lanjut omicron,netral
4170,langkah brilliant salah upaya cegah masuk omicron indonesia tangguh jalan,positif
4171,batal masyarakat aware omicron mbak puan maharani,negatif
4172,putus upaya elemen bangsa cegah masuk omicron daya,negatif
4173,salah sebab gelombang jalan bijak perintah pusat daerah,negatif
4174,dpr putus tunda rencana jalan dinas negeri anggota dpr putus ambil,negatif
4175,wakil ketua komisi ix dpr melkiades laka lena perintah laku bijak bijak baru untu,netral
4176,patuh bijak laku disiplin prokes puan maharani dpr tunda jalan dinas,positif
4177,patuh bijak iring disiplin protokol sehat antisipasi agr omicron masuk,positif
4178,omicron tulis mei identifikasi afrika selatan november,netral
4179,puluh negara lapor temu omicron negara mutasi,netral
4180,pemkab bekas temu kenal omicron afrika selat,netral
4181,perintah komitmen optimalisasi kapasitas testing alat testing milik sensitivitas,positif
4182,duren omicron,netral
4183,dokter inggris inggris anak infeksi omicron cenderung alami ruam ruam,netral
4184,kronologi omicron malaysia mutakhir rakyat malaysia gempar baharu nali sebag,netral
4185,tracing cepat dpr colong omicron puanmaharani,negatif
4186,negara australia queensland temu garis turun omicron bera,positif
4187,industri pariwisata pulih,positif
4188,dokter afrika selatan temu omicron khawatir gejala,negatif
4189,pt bio farma kolaborasi nusantics alat uji pcr mbiocov deteksi va,positif
4190,tepat batal ppkm level saat omicron ancam saksi sisi jam live tvo,negatif
4191,sampurasun wargi who tetap omicron variant concern,negatif
4192,pcr antigen efektif deteksi omicron dokter spesialis patologi klinik rumah sakit,positif
4193,colong tracing suspect puan maharani,negatif
4194,antisipasi masuk omicron rebak ganjar,positif
4195,cdc sebut omicron lapor amerika serikat banyak oran,netral
4196,kid these days bias ajar sayang anak omicron,netral
4197,mensesneg pratikno presiden joko widodo rencana reshuffle rombak kabinet indonesia,positif
4198,dinas sehat kabupaten bekas klaim omicron deteksi indonesia warga,positif
4199,uni afrika dunia pergi batas jalan kait omicron tempotravel,positif
4200,kait alas pbsi omicron pbsi kirim atlet,netral
4201,ajar klaim omicron mudah tular delta,negatif
4202,uni afrika dunia pergi batas jalan kait omicron tempotravel,positif
4203,pfizer sunti booster lindung omicron,positif
4204,omicron tingkat risiko reinfeksi,netral
4205,kepala who omicron ubah arah,netral
4206,dirjen who omicron ringan delta,netral
4207,turun tekan kembang omicron sebar negara,negatif
4208,tepat batal ppkm level saat omicron ancam saksi sisi jam li,netral
4209,omicron milik gejala beda delta,netral
4210,sore sahabat binsa nama omicron cek yuk asal,netral
4211,dirjen who omicron ringan delta,netral
4212,dirjen who omicron ringan delta,netral
4213,omicron milik gejala beda delta,positif
4214,edar informasi media sosial klaim muncul omicron jadwal who joh,negatif
4215,bijak tangguh laksana umrah arab saudi temu omicron neg,netral
4216,dokter aku ahli epidemiologi takut masyarakat,netral
4217,pcr antigen efektif deteksi omicron dokter spesialis patologi klinik rumah sakit jela,positif
4218,infografik ikut tular omicron dunia langkah kawal cegah,netral
4219,teliti lembaga analis meta ubah genetik omicron,positif
4220,hebat virus anak cucu nnti anak cucu ganas,negatif
4221,cdc sebut omicron lapor amerika serikat banyak,netral
4222,inspirasi beri nama ambil obsesi gila alien aneh alam,negatif
4223,ahli temu stealth saudara omicron sulit lacak,negatif
4224,capai vaksinasi mbak puan maharani harap tingkat,positif
4225,geneva omicron lapor negara takat bilang sakit rawat hospital rana va,netral
4226,pusat cegah kendali sakit tular cdc amerika serikat pasien,netral
4227,omicron deteksi arab saudi konjen jeddah akses jemaah umrah indonesia buka,netral
4228,otoritas pakistan catat perdana omicron lengkap omicron,netral
4229,omicron muncul indonesia bawa tular vaksinasi batas,netral
4230,tracing cepat dpr colong omicron,negatif
4231,pintu masuk indonesia ketat iring batal laku batas giat masyarakat pp,positif
4232,omicron release next release date booking early bird nich ots mahal,netral
4233,geneva omicron lapor negara takat bilang sakit rawat hospital,netral
4234,henti gala baharu muncul,netral
4235,jakarta nilai tukar kurs rupiah transaksi antarbank jakarta kamis pagi,netral
4236,pemkab bogor waspada omicron masuk nataru harianmetropolitan beritabogor metropolitanid,positif
4237,duga moga omicron sebar indonesia prokes taat anjur perintah libur,positif
4238,negara australia queensland temu garis turun omicron bera,positif
4239,kepala pusat kendali cegah sakit amerika cdc rochelle walensky rabu lebi,positif
4240,kid these days bias ajar sayang anak omicron,netral
4241,banding omicron delta ringan,netral
4242,beda gejala omicron simak gejala suaragrafis,netral
4243,situasi omicron bersih masker salah perha,netral
4244,salah sebab gelombang kemarin jalan bijak perintah pusat daerah,netral
4245,putus ambil rapat bamus laksana gedung dpr puan upaya elemen,netral
4246,jabat negara queensland milik struktur genetik omicron,netral
4247,dpr putus tunda rencana jalan dinas negeri anggota ketua,positif
4248,baharu direkodkan afrika selatan gelombang omicron jangkit,netral
4249,rencana booster ada januari cegah ledak omicron,positif
4250,omicron diklasifasikan perhati voc,netral
4251,kepala pusat kendali cegah sakit amerika cdc rochelle walensky rabu bahw,netral
4252,katalis positifkuat indeks bursa wall street iring reda khawatir investor,netral
4253,balitbangkes kemenkes baru data sebar variant concern indonesia jakarta catat tambah,netral
4254,omicron duga masuk indonesia sebar pekan,netral
4255,omicron duga masuk indonesia sebar pekan,netral
4256,omicron masuk indonesia warga jakarta positifpapar berd,netral
4257,kepala pusat kendali cegah sakit cdc sebut omicron dil,netral
4258,akun facebook nama klaus swab pcr tulis tuju utama propaganda omicron afrika,negatif
4259,omicron musim nataru ppkm tiada jelang puasa lebaran muncul omegot,negatif
4260,media mengabalkan altinya bohong maju bangsa media colon,negatif
4261,akun facebook nama klaus swab pcr tulis tuju utama propaganda omicron afrika adala,negatif
4262,batas laku libur natal tingkat penul,netral
4263,waspada masuk omicron wna masuk indonesia ketat,positif
4264,bursa asia tutup variasi omicron perhati laku pasar lengkap bursaasia,netral
4265,omicron masuk data sebar modus aceh korona viruscorona,negatif
4266,pakistan deteksi omicron,netral
4267,satu tugas satgas tangan keluar atur baru karantina laku jalan,negatif
4268,ketua arah who data omicron mungkin mudah jangkit mer,netral
4269,satu tugas satgas tangan keluar atur baru karantina laku,netral
4270,gejala omicron malam indonesia,negatif
4271,natuna tanjung pinang cegah omicron natal tribun batam,positif
4272,banding omicron delta ringan tribunnews sultra,positif
4273,mundur tim merah putih dasar timbang sehat selamat main iring sebar vari,netral
4274,tumpang kapal pesiar infeksi salah satu omicron,negatif
4275,infowisata waspada omicron atur rencana relaksasi,netral
4276,tular omicron teruk kj kongsi langkah jaga ja,positif
4277,balitbangkes kemenkes baru data sebar variant concern indonesia jakarta catat tambah,netral
4278,negara waspada sebar omicron ajar ilmuwan jepang,positif
4279,balitbangkes kemenkes baru data sebar variant concern indonesia jakarta catat tambah,netral
4280,dokter inggris inggris anak infeksi omicron cenderung alami ruam ruam,positif
4281,menkes inggris javid rencana rancang lambat sebar omicron,netral
4282,cegah sebar omicron indonesia dpr putus tunda rencana jalan dinas lua,positif
4283,cdc masuk negara eropa daftar merah akibat omicron tempotravel,netral
4284,kepala who omicron ubah arah,netral
4285,rilis who omicron patuh protokol sehat gaess,positif
4286,kini positifomicron sah laku malaysia sember,netral
4287,nama baru band death metal belgia omicron enggan ganti nama,netral
4288,cek fakta omicron prediksi wef juli,netral
4289,all england kemarin berangkat ramai delta omicron apak,netral
4290,negara waspada sebar omicron ajar ilmuwan jepang,positif
4291,otoritas pakistan catat perdana omicron,netral
4292,negara terap waspada antisipasi sebar omicron cepat tular,positif
4293,lihat berita online kena omicron sangkal perintah hoaks,negatif
4294,kepala dinas sehat kabupaten bekas sri enny mainiarti keliru informasi menyeb,netral
4295,gejala omicron malam,negatif
4296,salut tekan sebar omicron indonesia mundur bwf,positif
4297,temu tumpang positifbandara soetta kkp kelas waspada omicron,positif
4298,ahli duga omicron masuk indonesia alas buat duga omicron,negatif
4299,all england kemarin berangkat ramai delta omicron,netral
4300,hoaks isu warga bekas papar omicron inewssiang saksi lengkap,negatif
4301,omicron masuk data sebar,negatif
4302,gejala omicron malam,negatif
4303,who desember umum resmi omicron lapor negara,netral
4304,botswana klaim lonjak rawat inap akibat omicron,netral
4305,kadinkes batam didi kusmarjadi sampel kirim pusat omicron muncul,netral
4306,balitbangkes kemenkes baru data sebar variant concern indonesia jakarta catat tambah,positif
4307,omicron masuk indonesia klik link gisaid cek sebar baru omicron,netral
4308,cegah omicron omicron milik mutasi takut,netral
4309,pusat kendali cegah sakit lmenyebutkan infeksi omicron sebar,netral
4310,omicron negara wilayah asia kamis daftar databoks,netral
4311,mudah tular omicron omicron sebar mudah sars cov aslin,netral
4312,ciri ciri omicron pasien infeksi alami gejala,positif
4313,omicron negara wilayah asia kamis daftar databoks,netral
4314,diijinkan catat khusus hadir undang wakil parlemen indonesia itu,netral
4315,omicron kembang simak jelas omicron,netral
4316,omicron buruk,negatif
4317,kenal epsilon delta omicron,netral
4318,dosis tiga pfizer biontech klaim tangkal omicron,netral
4319,omicron sebab sebar negara,netral
4320,satu angkut udara antarabangsa iata gesa raja patuh saran tubuh kesihata,netral
4321,ksp bohong bekas papar omicron lahir panik,negatif
4322,who omicron temu negara,netral
4323,beliau papar masyarakat bekas papar omicron dasar berita,netral
4324,edar berita berita omicron berita,netral
4325,yaampun lelah alpha beta delta kappa omicron nutrisari,netral
4326,tim bulutangkis indonesia putus mundur bwf world championship juara dunia,positif
4327,omicron dapat bahaya banding sebab ramai sakit,negatif
4328,perintah pantau omicron upaya bijak ambil cegah vi,positif
4329,omicron lapor negara pasien butuh rawat inap men,positif
4330,who ungkap data teliti omicron hasil ganas,negatif
4331,who klaim omicron ubah arah,netral
4332,omicron lapor negara pasien butuh rawat inap kemungkina,negatif
4333,sebar omicron tentu alas utama indonesia mundur ajang,negatif
4334,australia temu tular komunitas omicron masyarakat internasional,positif
4335,malaysia lapor omicron pertama internasional,netral
4336,sakit akibat omicron ringan delta jelas who,negatif
4337,waspada omicron lengah prokes,positif
4338,omicron sebab sebar,negatif
4339,sebar omicron tentu alas utama indonesia mundur ajang,negatif
4340,jenis pil klaim manjur lawan omicron,negatif
4341,omicron dapat bahaya banding sebab ramai,negatif
4342,jenis pil klaim manjur lawan omicron,negatif
4343,who sebut omicron gejala ringan banding delta tedros adhanom ghebreye,netral
4344,dolaras alami depresiasi mata uang utama dagang kamis,netral
4345,jenis pil klaim manjur lawan omicron,positif
4346,kabupaten bekas klarifikasi warga jakarta positifomicron dinkes kabupaten bekas mastik,negatif
4347,cegah sebar omicron jalan negeri,positif
4348,sebab sars cov mutasi bentuk baru deteksi,negatif
4349,fakta dasar hasil klarifikasi litbangkes menteri sehat rabu desember jam,positif
4350,deteksi konfirmasi omicron,positif
4351,sydney infeksi sebar pub pub kelab kelab kota terb,negatif
4352,cegah sebar omicron traveling,positif
4353,who sebut omicron gejala ringan banding delta tedros adhano,positif
4354,batuk gejala omicron,negatif
4355,who omicron temu negara,netral
4356,batal masyarakat aware omicron mbak puan maharani,negatif
4357,batuk gejala omicron,negatif
4358,jelang nataru asn cuti cuti,positif
4359,singapura tes antigen efektif deteksi omicron,positif
4360,sebab gejala lebij ringan tular cepat sebab rumah,negatif
4361,kemenkes yakin omicron deteksi indonesia,negatif
4362,kabar omicron umum dinas sehat kabupaten bekas buruk,negatif
4363,bijak perintah kait sebar omicron masuk indonesia,positif
4364,remaja hati hati gejala,netral
4365,kabar omicron temu bekas ban menteri sehat saa,netral
4366,ajar omicron tular delta,negatif
4367,santer edar informasi omicron temu bekas domisili dinkes bantah lemah,negatif
4368,santer edar informasi omicron temu bekas domisili dinkes bantah,negatif
4369,omicron masuk farmalab jenis,netral
4370,dinkes omicron temu jakarta,netral
4371,tenggorok gatal salah ciri omicron,negatif
4372,gejala pasien papar omicron beda delta,netral
4373,jelang nataru asn cuti cuti,positif
4374,sebar omicron timnas badminton indonesia resmi menyataka,negatif
4375,kadinkes batam didi kusmarjadi sampel kirim pusat omicron muncul,netral
4376,berita batal larang jalan udara iata raja gesa batal larang jalan udar,netral
4377,indeks harga saham gabung konsistensi tahan zona hijau tutup dagang sesi kam,netral
4378,balitbangkes kemenkes baru data sebar variant concern indonesia jakarta catat tambah,netral
4379,omicron inggris lipat ganda internasional,negatif
4380,bukti omicron mudah jangkit simptom ringan,negatif
4381,omicron tingkat risiko reinfeksi sakit sebab ring,netral
4382,heboh kabar kadinkes bekas temu warga kena omicron jalan negeri tanggapa,netral
4383,kabar omicron temu bekas ban menteri sehat belu,positif
4384,ilmuwan top anthony fauci indikasi omicron parah seb,negatif
4385,omicron perhati sebar cek laman gisaid,netral
4386,omicron perhati sebar cek laman,netral
4387,omicron mudah infeksi ulang jangkit vaksin gejala ringan,positif
4388,omicron mudah infeksi ulang jangkit vaksin gejalan,netral
4389,jelang natal wakil gubernur kaltara yansen waspada tular omicron gubernur,positif
4390,sri mulyani situasi indonesia butuh langkah langkah extra ordinary men,positif
4391,cegah masuk sebar omicron,positif
4392,omicron takut dunia tular cepat lainn,netral
4393,sebab sars cov mutasi bentuk waspada cegah bara,positif
4394,cegah masuk omicron,positif
4395,afrika selatan lapor ribu cetak rekor tinggi omicron temu,netral
4396,who omicron tanda,netral
4397,dunia lega who sebut lapor mati akibat infeksi omicron namu,negatif
4398,heboh kabar temu omicron bekas sanggah dinas sehat kabupaten bekas,negatif
4399,pisah inggris pembatasana skotlandia wales irlandia utara tetap independen,netral
4400,waspada omicron deteksi kawasan asean disiplin prokes,positif
4401,waspada omicron deteksi kawasan asean disiplin prokes,positif
4402,waspada omicron deteksi kawasan asean disiplin prokes,positif
4403,waspada omicron deteksi kawasan asean disiplin prokes,positif
4404,menteri sehat bantah omricon kabupaten bekas omicron virusomicron,negatif
4405,amat afrika selatan omicron gejala flu batuk kering demam,negatif
4406,waspada omicron deteksi kawasan asean disiplin prokes,positif
4407,waspada omicron deteksi kawasan asean disiplin prokes,positif
4408,afrika selatan lapor ribu cetak rekor tinggi omicron tuk,netral
4409,waspada antisipasi omicron,positif
4410,waspada omicron,positif
4411,filipina larang jalan prancis desember bendung sebar omicr,netral
4412,pt equityworld futures surabaya equity world surabaya dollar beban berita positifomicron,negatif
4413,menteri sehat kemenkes omicron deteksi indonesia baca update berita,positif
4414,waspada omicron,positif
4415,beda gejala pasien gejala papar omicron,negatif
4416,inggris perdana menteri bor johnson ramai rumah isnin umum,netral
4417,omicron diagnosa hasil tunjang lab hahahaaa dokter,netral
4418,informasi kait tidak omicron kabupaten bekas mesti pintu,netral
4419,ilmuwan temu versi siluman omicron nilai versi omicron sulit diidentifi,negatif
4420,filipina larang jalan prancis desember bendung sebar coro,positif
4421,waspada omicron masuk kawasan asean disiplin prokes,positif
4422,hotel karantina lapor penuh atur karantina tanggulang penamb,netral
4423,waspada tular omicron disiplin prokes,positif
4424,muncul omicron cari giat manfaat sela quarantine,netral
4425,tanggal november who tetap omicron variant concern lupa sel,netral
4426,wakil ketua komisi ix dpr melkiades laka lena perintah laku bijak bijak,netral
4427,hoaks omicron indonesia hoaks disiplinprotokolkesehatan vaksincovid,negatif
4428,hoaks omicron indonesia hoaks disiplinprotokolkesehatan vaksincovid,negatif
4429,hoaks omicron indonesia hoaks disiplinprotokolkesehatan vaksincovid,negatif
4430,hoaks omicron indonesia hoaks disiplinprotokolkesehatan vaksincovid,negatif
4431,kabupaten bekas klarifikasi warga jakarta positifomicron dinkes kabupaten bekas,netral
4432,dpr putus tunda rencana jalan dinas negeri anggota dpr putus,netral
